"id","roomcd","sid","lesson_type","symbol","curriculumcd","rglr_minutes","gmid","period_no","tmid","tid","lesson_date","start_time","r_minutes","end_time","pre_tid","pre_lesson_date","pre_start_time","pre_r_minutes","pre_end_time","chg_status_cd","diff_time","substitute_flg","atd_status_cd","status_info","create_kind_cd","transefer_kind_cd","trn_lesson_date","trn_start_time","trn_r_minutes","trn_end_time","updtime","created_at","updated_at","deleted_at"
"129","110","1","0","レ","102","60",,,,"101","2023-04-17","16:00:00","60","17:00:00","101","2023-04-17","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"130","110","1","0","レ","102","60",,,,"101","2023-04-24","16:00:00","60","17:00:00","101","2023-04-24","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"131","110","1","0","レ","102","60",,,,"101","2023-05-01","16:00:00","60","17:00:00","101","2023-05-01","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"132","110","1","0","レ","102","60",,,,"101","2023-05-08","16:00:00","60","17:00:00","101","2023-05-08","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"133","110","1","0","レ","102","60",,,,"101","2023-05-15","16:00:00","60","17:00:00","101","2023-05-15","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"134","110","1","0","レ","102","60",,,,"101","2023-05-22","16:00:00","60","17:00:00","101","2023-05-22","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"135","110","1","0","レ","102","60",,,,"101","2023-05-29","16:00:00","60","17:00:00","101","2023-05-29","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"136","110","1","0","レ","102","60",,,,"101","2023-06-05","16:00:00","60","17:00:00","101","2023-06-05","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"137","110","1","0","レ","102","60",,,,"101","2023-06-12","16:00:00","60","17:00:00","101","2023-06-12","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"138","110","1","0","レ","102","60",,,,"101","2023-06-19","16:00:00","60","17:00:00","101","2023-06-19","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"139","110","1","0","レ","102","60",,,,"101","2023-06-26","16:00:00","60","17:00:00","101","2023-06-26","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"140","110","1","0","レ","102","60",,,,"101","2023-07-03","16:00:00","60","17:00:00","101","2023-07-03","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"141","110","1","0","レ","102","60",,,,"101","2023-07-10","16:00:00","60","17:00:00","101","2023-07-10","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"142","110","1","0","レ","102","60",,,,"101","2023-07-17","16:00:00","60","17:00:00","101","2023-07-17","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"143","110","1","0","レ","102","60",,,,"101","2023-07-24","16:00:00","60","17:00:00","101","2023-07-24","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"144","110","1","0","レ","102","60",,,,"101","2023-07-31","16:00:00","60","17:00:00","101","2023-07-31","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"145","110","1","0","レ","102","60",,,,"101","2023-08-07","16:00:00","60","17:00:00","101","2023-08-07","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"146","110","1","0","レ","102","60",,,,"101","2023-08-14","16:00:00","60","17:00:00","101","2023-08-14","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"147","110","1","0","レ","102","60",,,,"101","2023-08-21","16:00:00","60","17:00:00","101","2023-08-21","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"148","110","1","0","レ","102","60",,,,"101","2023-08-28","16:00:00","60","17:00:00","101","2023-08-28","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"149","110","1","0","レ","102","60",,,,"101","2023-09-04","16:00:00","60","17:00:00","101","2023-09-04","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"150","110","1","0","レ","102","60",,,,"101","2023-09-11","16:00:00","60","17:00:00","101","2023-09-11","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"151","110","1","0","レ","102","60",,,,"101","2023-09-18","16:00:00","60","17:00:00","101","2023-09-18","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"152","110","1","0","レ","102","60",,,,"101","2023-09-25","16:00:00","60","17:00:00","101","2023-09-25","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"153","110","1","0","レ","102","60",,,,"101","2023-10-02","16:00:00","60","17:00:00","101","2023-10-02","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"154","110","1","0","レ","102","60",,,,"101","2023-10-09","16:00:00","60","17:00:00","101","2023-10-09","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"155","110","1","0","レ","102","60",,,,"101","2023-10-16","16:00:00","60","17:00:00","101","2023-10-16","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"156","110","1","0","レ","102","60",,,,"101","2023-10-23","16:00:00","60","17:00:00","101","2023-10-23","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"157","110","1","0","レ","102","60",,,,"101","2023-10-30","16:00:00","60","17:00:00","101","2023-10-30","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"158","110","1","0","レ","102","60",,,,"101","2023-11-06","16:00:00","60","17:00:00","101","2023-11-06","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"159","110","1","0","レ","102","60",,,,"101","2023-11-13","16:00:00","60","17:00:00","101","2023-11-13","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"160","110","1","0","レ","102","60",,,,"101","2023-11-20","16:00:00","60","17:00:00","101","2023-11-20","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"161","110","1","0","レ","102","60",,,,"101","2023-11-27","16:00:00","60","17:00:00","101","2023-11-27","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"162","110","1","0","レ","102","60",,,,"101","2023-12-04","16:00:00","60","17:00:00","101","2023-12-04","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"163","110","1","0","レ","102","60",,,,"101","2023-12-11","16:00:00","60","17:00:00","101","2023-12-11","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"164","110","1","0","レ","102","60",,,,"101","2023-12-18","16:00:00","60","17:00:00","101","2023-12-18","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"165","110","1","0","レ","102","60",,,,"101","2023-12-25","16:00:00","60","17:00:00","101","2023-12-25","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"166","110","1","0","レ","102","60",,,,"101","2024-01-01","16:00:00","60","17:00:00","101","2024-01-01","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"167","110","1","0","レ","102","60",,,,"101","2024-01-08","16:00:00","60","17:00:00","101","2024-01-08","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"168","110","1","0","レ","102","60",,,,"101","2024-01-15","16:00:00","60","17:00:00","101","2024-01-15","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"169","110","1","0","レ","102","60",,,,"101","2024-01-22","16:00:00","60","17:00:00","101","2024-01-22","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"170","110","1","0","レ","102","60",,,,"101","2024-01-29","16:00:00","60","17:00:00","101","2024-01-29","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"171","110","1","0","レ","102","60",,,,"101","2024-02-05","16:00:00","60","17:00:00","101","2024-02-05","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"172","110","1","0","レ","102","60",,,,"101","2024-02-12","16:00:00","60","17:00:00","101","2024-02-12","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"173","110","1","0","レ","102","60",,,,"101","2024-02-19","16:00:00","60","17:00:00","101","2024-02-19","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"174","110","1","0","レ","102","60",,,,"101","2024-02-26","16:00:00","60","17:00:00","101","2024-02-26","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"175","110","1","0","レ","102","60",,,,"101","2024-03-04","16:00:00","60","17:00:00","101","2024-03-04","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"176","110","1","0","レ","102","60",,,,"101","2024-03-11","16:00:00","60","17:00:00","101","2024-03-11","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"177","110","1","0","レ","102","60",,,,"101","2024-03-18","16:00:00","60","17:00:00","101","2024-03-18","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"178","110","1","0","レ","102","60",,,,"101","2024-03-25","16:00:00","60","17:00:00","101","2024-03-25","16:00:00","60","17:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"201","110","2","0","レ","102","60",,,,"101","2022-10-04","17:00:00","60","18:00:00","101","2022-10-04","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"202","110","2","0","レ","102","60",,,,"101","2022-10-11","17:00:00","60","18:00:00","101","2022-10-11","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"203","110","2","0","レ","102","60",,,,"101","2022-10-18","17:00:00","60","18:00:00","101","2022-10-18","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"204","110","2","0","レ","102","60",,,,"101","2022-10-25","17:00:00","60","18:00:00","101","2022-10-25","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"205","110","2","0","レ","102","60",,,,"101","2022-11-01","17:00:00","60","18:00:00","101","2022-11-01","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"206","110","2","0","レ","102","60",,,,"101","2022-11-08","17:00:00","60","18:00:00","101","2022-11-08","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"207","110","2","0","レ","102","60",,,,"101","2022-11-15","17:00:00","60","18:00:00","101","2022-11-15","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"208","110","2","0","レ","102","60",,,,"101","2022-11-22","17:00:00","60","18:00:00","101","2022-11-22","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"209","110","2","0","レ","102","60",,,,"101","2022-11-29","17:00:00","60","18:00:00","101","2022-11-29","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"210","110","2","0","レ","102","60",,,,"101","2022-12-06","17:00:00","60","18:00:00","101","2022-12-06","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"211","110","2","0","レ","102","60",,,,"101","2022-12-13","17:00:00","60","18:00:00","101","2022-12-13","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"212","110","2","0","レ","102","60",,,,"101","2022-12-20","17:00:00","60","18:00:00","101","2022-12-20","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"213","110","2","0","レ","102","60",,,,"101","2022-12-27","17:00:00","60","18:00:00","101","2022-12-27","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"214","110","2","0","レ","102","60",,,,"101","2023-01-03","17:00:00","60","18:00:00","101","2023-01-03","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"215","110","2","0","レ","102","60",,,,"101","2023-01-10","17:00:00","60","18:00:00","101","2023-01-10","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"216","110","2","0","レ","102","60",,,,"101","2023-01-17","17:00:00","60","18:00:00","101","2023-01-17","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"217","110","2","0","レ","102","60",,,,"101","2023-01-24","17:00:00","60","18:00:00","101","2023-01-24","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"218","110","2","0","レ","102","60",,,,"101","2023-01-31","17:00:00","60","18:00:00","101","2023-01-31","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"219","110","2","0","レ","102","60",,,,"101","2023-02-07","17:00:00","60","18:00:00","101","2023-02-07","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"220","110","2","0","レ","102","60",,,,"101","2023-02-14","17:00:00","60","18:00:00","101","2023-02-14","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"221","110","2","0","レ","102","60",,,,"101","2023-02-21","17:00:00","60","18:00:00","101","2023-02-21","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"222","110","2","0","レ","102","60",,,,"101","2023-02-28","17:00:00","60","18:00:00","101","2023-02-28","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"223","110","2","0","レ","102","60",,,,"101","2023-03-07","17:00:00","60","18:00:00","101","2023-03-07","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"224","110","2","0","レ","102","60",,,,"101","2023-03-14","17:00:00","60","18:00:00","101","2023-03-14","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"225","110","2","0","レ","102","60",,,,"101","2023-03-21","17:00:00","60","18:00:00","101","2023-03-21","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"226","110","2","0","レ","102","60",,,,"101","2023-03-28","17:00:00","60","18:00:00","101","2023-03-28","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"227","110","2","0","レ","102","60",,,,"101","2023-04-04","17:00:00","60","18:00:00","101","2023-04-04","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"228","110","2","0","レ","102","60",,,,"101","2023-04-11","17:00:00","60","18:00:00","101","2023-04-11","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"229","110","2","0","レ","102","60",,,,"101","2023-04-18","17:00:00","60","18:00:00","101","2023-04-18","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"230","110","2","0","レ","102","60",,,,"101","2023-04-25","17:00:00","60","18:00:00","101","2023-04-25","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
"231","110","2","0","レ","102","60",,,,"101","2023-05-02","17:00:00","60","18:00:00","101","2023-05-02","17:00:00","60","18:00:00",,"0","0",,,"1","0",,,,,"2022-12-01 11:02:38","2023-01-15 17:07:10","2023-01-15 17:07:10",
