"unit_id","unit_category_cd","unit_cd","name","created_at","updated_at","deleted_at"
278,"1210204","03","関数の極限",,,
279,"1210204","04","関数の連続性",,,
280,"1210205","01","微分係数と導関数",,,
281,"1210205","02","どうかんすうのけいさん",,,
282,"1210205","03","三角、対数、指数関数の導関数",,,
283,"1210205","04","高次導関数",,,
284,"1210206","01","接線と法線",,,
285,"1210206","02","平均値の定理",,,
286,"1210206","03","関数の値の変化、最大・最小",,,
287,"1210206","04","関数のグラフ",,,
288,"1210206","05","方程式・不等式への応用",,,
289,"1210206","06","速度と加速度、近似値",,,
290,"1210207","01","不定積分とその基本性質",,,
291,"1210207","02","不定積分の置換積分法・部分積分法",,,
292,"1210207","03","いろいろな関数の不定積分",,,
293,"1210207","04","定積分とその基本性質",,,
294,"1210207","05","定積分の置換積分法・部分積分法",,,
295,"1210207","06","定積分で表せた関数",,,
296,"1210207","07","定積分と和の極限",,,
297,"1210208","01","面積",,,
298,"1210208","02","体積",,,
299,"1210208","03","曲線の長さ",,,
300,"1210208","04","速度と道のり",,,
301,"1210208","05","微分方程式",,,
302,"1210299","99","その他",,,
303,"1010701","01","物質の成分と構成元素(同素体、炎色反応)",,,
304,"1010701","02","原子の構成と元素の周期表(物質の構成粒子、電子配置、同位体)",,,
305,"1010701","03","化学結合と結晶(イオン、イオン化エネルギー、電子親和力、極性、電気陰性度、分子間力、錯体)",,,
306,"1010702","01","物質量、式量、分子量",,,
307,"1010702","02","化学変化と化学反応式",,,
308,"1010702","03","酸と塩基、水素イオン濃度、中和と塩(滴定実験)",,,
309,"1010702","04","酸化還元反応",,,
310,"1010703","01","物質の三態、状態変化(圧力、蒸気圧、状態図)",,,
311,"1010703","02","気体の性質(気体の法則、状態方程式、混合気体、理想気体と実在気体)",,,
312,"1010703","03","溶液の性質(濃度、溶解度、希薄溶液の性質、コロイド)",,,
313,"1010704","01","物質の変化と熱・光(反応熱、熱化学方程式、ヘスの法則)",,,
314,"1010704","02","電池と電気分解",,,
315,"1010704","03","化学反応の速さと化学平衡、平衡移動(電離平衡)",,,
316,"1010705","01","元素の分類と性質",,,
317,"1010705","02","非金属元素の単体と化合物(気体の製法、乾燥剤、気体の性質)",,,
318,"1010705","03","典型金属元素の単体と化合物",,,
319,"1010705","04","遷移元素の単体と化合物",,,
320,"1010705","05","イオンの反応と分離(金属イオンの分離と確認)",,,
321,"1010705","06","無機物質と人間生活(金属、セラミックス)",,,
322,"1010706","01","有機化合物の特徴と構造",,,
323,"1010706","02","脂肪族炭化水素",,,
324,"1010706","03","芳香族化合物",,,
325,"1010706","04","有機化合物の構造推定",,,
326,"1010706","05","有機化合物の分離",,,
327,"1010706","06","有機化合物と人間生活(染料、洗剤、医薬品)",,,
328,"1010707","01","糖類",,,
329,"1010707","02","アミノ酸とタンパク質、核酸(酵素)",,,
330,"1010707","03","合成樹脂とゴム",,,
331,"1010707","04","合成繊維と天然繊維",,,
332,"1010707","05","機能性高分子",,,
333,"1010799","99","その他",,,
334,"1110701","01","物質の成分と構成元素(同素体、炎色反応)",,,
335,"1110701","02","原子の構成と元素の周期表(物質の構成粒子、電子配置、同位体)",,,
336,"1110701","03","化学結合と結晶(イオン、イオン化エネルギー、電子親和力、極性、電気陰性度、分子間力、錯体)",,,
337,"1110702","04","物質量、式量、分子量",,,
338,"1110702","05","化学変化と化学反応式",,,
339,"1110702","06","酸と塩基、水素イオン濃度、中和と塩(滴定実験)",,,
340,"1110702","07","酸化還元反応",,,
341,"1110703","08","物質の三態、状態変化(圧力、蒸気圧、状態図)",,,
342,"1110703","09","気体の性質(気体の法則、状態方程式、混合気体、理想気体と実在気体)",,,
343,"1110703","10","溶液の性質(濃度、溶解度、希薄溶液の性質、コロイド)",,,
344,"1110704","11","物質の変化と熱・光(反応熱、熱化学方程式、ヘスの法則)",,,
345,"1110704","12","電池と電気分解",,,
346,"1110704","13","化学反応の速さと化学平衡、平衡移動(電離平衡)",,,
347,"1110705","14","元素の分類と性質",,,
348,"1110705","15","非金属元素の単体と化合物(気体の製法、乾燥剤、気体の性質)",,,
349,"1110705","16","典型金属元素の単体と化合物",,,
350,"1110705","17","遷移元素の単体と化合物",,,
351,"1110705","18","イオンの反応と分離(金属イオンの分離と確認)",,,
352,"1110705","19","無機物質と人間生活(金属、セラミックス)",,,
353,"1110706","20","有機化合物の特徴と構造",,,
354,"1110706","21","脂肪族炭化水素",,,
355,"1110706","22","芳香族化合物",,,
356,"1110706","23","有機化合物の構造推定",,,
357,"1110706","24","有機化合物の分離",,,
358,"1110706","25","有機化合物と人間生活(染料、洗剤、医薬品)",,,
359,"1110707","26","糖類",,,
360,"1110707","27","アミノ酸とタンパク質、核酸(酵素)",,,
361,"1110707","28","合成樹脂とゴム",,,
362,"1110707","29","合成繊維と天然繊維",,,
363,"1110707","30","機能性高分子",,,
364,"1110799","99","その他",,,
365,"1210701","01","物質の成分と構成元素(同素体、炎色反応)",,,
366,"1210701","02","原子の構成と元素の周期表(物質の構成粒子、電子配置、同位体)",,,
367,"1210701","03","化学結合と結晶(イオン、イオン化エネルギー、電子親和力、極性、電気陰性度、分子間力、錯体)",,,
368,"1210702","04","物質量、式量、分子量",,,
369,"1210702","05","化学変化と化学反応式",,,
370,"1210702","06","酸と塩基、水素イオン濃度、中和と塩(滴定実験)",,,
371,"1210702","07","酸化還元反応",,,
372,"1210703","08","物質の三態、状態変化(圧力、蒸気圧、状態図)",,,
373,"1210703","09","気体の性質(気体の法則、状態方程式、混合気体、理想気体と実在気体)",,,
374,"1210703","10","溶液の性質(濃度、溶解度、希薄溶液の性質、コロイド)",,,
375,"1210704","11","物質の変化と熱・光(反応熱、熱化学方程式、ヘスの法則)",,,
376,"1210704","12","電池と電気分解",,,
377,"1210704","13","化学反応の速さと化学平衡、平衡移動(電離平衡)",,,
378,"1210705","14","元素の分類と性質",,,
379,"1210705","15","非金属元素の単体と化合物(気体の製法、乾燥剤、気体の性質)",,,
380,"1210705","16","典型金属元素の単体と化合物",,,
381,"1210705","17","遷移元素の単体と化合物",,,
382,"1210705","18","イオンの反応と分離(金属イオンの分離と確認)",,,
383,"1210705","19","無機物質と人間生活(金属、セラミックス)",,,
384,"1210706","20","有機化合物の特徴と構造",,,
385,"1210706","21","脂肪族炭化水素",,,
386,"1210706","22","芳香族化合物",,,
387,"1210706","23","有機化合物の構造推定",,,
388,"1210706","24","有機化合物の分離",,,
389,"1210706","25","有機化合物と人間生活(染料、洗剤、医薬品)",,,
390,"1210707","26","糖類",,,
391,"1210707","27","アミノ酸とタンパク質、核酸(酵素)",,,
392,"1210707","28","合成樹脂とゴム",,,
393,"1210707","29","合成繊維と天然繊維",,,
394,"1210707","30","機能性高分子",,,
395,"1210799","99","その他",,,
396,"1010801","01","物体の運動(速さと速度、等速直線運動、相対速度、加速度、等加速度運動)",,,
397,"1010801","02","落下運動(放物運動含む)",,,
398,"1010801","03","力のつり合い",,,
399,"1010801","04","運動の法則(運動の3法則、抵抗力、抵抗力を受ける運動)",,,
400,"1010801","05","剛体にはたらく力(力のモーメント)",,,
401,"1010801","06","力学的エネルギー(仕事とエネルギー)",,,
402,"1010801","07","運動量の保存(反発係数含む)",,,
403,"1010801","08","慣性力",,,
404,"1010801","09","円運動",,,
405,"1010801","10","単振動、単振り子",,,
406,"1010801","11","万有引力(ケプラーの法則)",,,
407,"1010802","12","熱とエネルギー(熱量、比熱、熱容量含む)",,,
408,"1010802","13","気体の法則と分子運動(ボイル・シャルルの法則、状態方程式、分子運動論)",,,
409,"1010802","14","気体の内部エネルギーと状態変化(内部エネルギー、第一法則、定積・定圧・等温・断熱変化、熱効率、第二法",,,
410,"1010803","15","波の性質",,,
411,"1010803","16","音波(弦・気柱の振動、共鳴・共振、ドップラー効果)",,,
412,"1010803","17","光波(反射・屈折の法則、光の干渉)",,,
413,"1010804","18","静電気力、電位と電場",,,
414,"1010804","19","コンデンサー",,,
415,"1010804","20","電流(直流回路)(半導体含む)",,,
416,"1010805","21","電流と磁場",,,
417,"1010805","22","電磁誘導",,,
418,"1010805","23","交流回路(電磁波含む)",,,
419,"1010806","24","電子と光(x線、光の粒子性、粒子の波動性)",,,
420,"1010806","25","原子の構造",,,
421,"1010806","26","原子核と素粒子",,,
422,"1010899","99","その他",,,
423,"1110801","01","物体の運動(速さと速度、等速直線運動、相対速度、加速度、等加速度運動)",,,
424,"1110801","02","落下運動(放物運動含む)",,,
425,"1110801","03","力のつり合い",,,
426,"1110801","04","運動の法則(運動の3法則、抵抗力、抵抗力を受ける運動)",,,
427,"1110801","05","剛体にはたらく力(力のモーメント)",,,
428,"1110801","06","力学的エネルギー(仕事とエネルギー)",,,
429,"1110801","07","運動量の保存(反発係数含む)",,,
430,"1110801","08","慣性力",,,
431,"1110801","09","円運動",,,
432,"1110801","10","単振動、単振り子",,,
433,"1110801","11","万有引力(ケプラーの法則)",,,
434,"1110802","12","熱とエネルギー(熱量、比熱、熱容量含む)",,,
435,"1110802","13","気体の法則と分子運動(ボイル・シャルルの法則、状態方程式、分子運動論)",,,
436,"1110802","14","気体の内部エネルギーと状態変化(内部エネルギー、第一法則、定積・定圧・等温・断熱変化、熱効率、第二法",,,
437,"1110803","15","波の性質",,,
438,"1110803","16","音波(弦・気柱の振動、共鳴・共振、ドップラー効果)",,,
439,"1110803","17","光波(反射・屈折の法則、光の干渉)",,,
440,"1110804","18","静電気力、電位と電場",,,
441,"1110804","19","コンデンサー",,,
442,"1110804","20","電流(直流回路)(半導体含む)",,,
443,"1110805","21","電流と磁場",,,
444,"1110805","22","電磁誘導",,,
445,"1110805","23","交流回路(電磁波含む)",,,
446,"1110806","24","電子と光(x線、光の粒子性、粒子の波動性)",,,
447,"1110806","25","原子の構造",,,
448,"1110806","26","原子核と素粒子",,,
449,"1110899","99","その他",,,
450,"1210801","01","物体の運動(速さと速度、等速直線運動、相対速度、加速度、等加速度運動)",,,
451,"1210801","02","落下運動(放物運動含む)",,,
452,"1210801","03","力のつり合い",,,
453,"1210801","04","運動の法則(運動の3法則、抵抗力、抵抗力を受ける運動)",,,
454,"1210801","05","剛体にはたらく力(力のモーメント)",,,
455,"1210801","06","力学的エネルギー(仕事とエネルギー)",,,
456,"1210801","07","運動量の保存(反発係数含む)",,,
457,"1210801","08","慣性力",,,
458,"1210801","09","円運動",,,
459,"1210801","10","単振動、単振り子",,,
460,"1210801","11","万有引力(ケプラーの法則)",,,
461,"1210802","12","熱とエネルギー(熱量、比熱、熱容量含む)",,,
462,"1210802","13","気体の法則と分子運動(ボイル・シャルルの法則、状態方程式、分子運動論)",,,
463,"1210802","14","気体の内部エネルギーと状態変化(内部エネルギー、第一法則、定積・定圧・等温・断熱変化、熱効率、第二法",,,
464,"1210803","15","波の性質",,,
465,"1210803","16","音波(弦・気柱の振動、共鳴・共振、ドップラー効果)",,,
466,"1210803","17","光波(反射・屈折の法則、光の干渉)",,,
467,"1210804","18","静電気力、電位と電場",,,
468,"1210804","19","コンデンサー",,,
469,"1210804","20","電流(直流回路)(半導体含む)",,,
470,"1210805","21","電流と磁場",,,
471,"1210805","22","電磁誘導",,,
472,"1210805","23","交流回路(電磁波含む)",,,
473,"1210806","24","電子と光(x線、光の粒子性、粒子の波動性)",,,
474,"1210806","25","原子の構造",,,
475,"1210806","26","原子核と素粒子",,,
476,"1210899","99","その他",,,
477,"1010901","01","生物の特徴",,,
478,"1010901","02","遺伝子とその働き",,,
479,"1010902","03","生物の体内環境",,,
480,"1010903","04","植生の多様性と分布",,,
481,"1010903","05","生態系とその保全",,,
482,"1010904","06","細胞と分子",,,
483,"1010904","07","同化",,,
484,"1010904","08","異化",,,
485,"1010904","09","遺伝情報の発現",,,
486,"1010905","10","有性生殖",,,
487,"1010905","11","発生",,,
488,"1010906","12","植物の環境応答",,,
489,"1010906","13","動物の反応と行動",,,
490,"1010907","14","生態と環境",,,
491,"1010908","15","生物の進化",,,
492,"1010908","16","生物の系統",,,
493,"1010999","99","その他",,,
494,"1110901","01","生物の特徴",,,
495,"1110901","02","遺伝子とその働き",,,
496,"1110902","03","生物の体内環境",,,
497,"1110903","04","植生の多様性と分布",,,
498,"1110903","05","生態系とその保全",,,
499,"1110904","06","細胞と分子",,,
500,"1110904","07","同化",,,
501,"1110904","08","異化",,,
502,"1110904","09","遺伝情報の発現",,,
503,"1110905","10","有性生殖",,,
504,"1110905","11","発生",,,
505,"1110906","12","植物の環境応答",,,
506,"1110906","13","動物の反応と行動",,,
507,"1110907","14","生態と環境",,,
508,"1110908","15","生物の進化",,,
509,"1110908","16","生物の系統",,,
510,"1110999","99","その他",,,
511,"1210901","01","生物の特徴",,,
512,"1210901","02","遺伝子とその働き",,,
513,"1210902","03","生物の体内環境",,,
514,"1210903","04","植生の多様性と分布",,,
515,"1210903","05","生態系とその保全",,,
516,"1210904","06","細胞と分子",,,
517,"1210904","07","同化",,,
518,"1210904","08","異化",,,
519,"1210904","09","遺伝情報の発現",,,
520,"1210905","10","有性生殖",,,
521,"1210905","11","発生",,,
522,"1210906","12","植物の環境応答",,,
523,"1210906","13","動物の反応と行動",,,
524,"1210907","14","生態と環境",,,
525,"1210908","15","生物の進化",,,
526,"1210908","16","生物の系統",,,
527,"1210999","99","その他",,,
528,"0410601","01","磁石",,,
529,"0410601","02","磁石の性質",,,
530,"0410601","03","磁石の性質",,,
531,"0410601","04","電磁石",,,
532,"0410602","05","昆虫のからだ",,,
533,"0410602","06","モンシロチョウの性質",,,
534,"0410602","07","昆虫の成長の仕方",,,
535,"0410602","08","昆虫に近い仲間",,,
536,"0410603","09","雨水の働き",,,
537,"0410603","10","川の様子",,,
538,"0410603","11","流れる水の利用",,,
539,"0410604","12","天気",,,
540,"0410604","13","季節と天気",,,
541,"0410604","14","気象の観測",,,
542,"0410605","15","春になると",,,
543,"0410605","16","花を咲かせる植物",,,
544,"0410605","17","芽を出す草",,,
545,"0410605","18","昆虫",,,
546,"0410605","19","色々な動物",,,
547,"0410606","20","太陽と地球",,,
548,"0410606","21","太陽の動き",,,
549,"0410606","22","太陽の位置の表し方",,,
550,"0410606","23","地面にできる影",,,
551,"0410607","24","水の蒸発",,,
552,"0410607","25","水の沸騰",,,
553,"0410607","26","水と氷",,,
554,"0410607","27","水の三態",,,
555,"0410607","28","地球上を巡る水",,,
556,"0410608","29","光",,,
557,"0410608","30","はね返される光",,,
558,"0410608","31","曲げられる光",,,
559,"0410609","32","植物の成長",,,
560,"0410609","33","種子で増える植物",,,
561,"0410609","34","親のからだの一部から増える植物",,,
562,"0410610","35","植物のつくりと働き",,,
563,"0410611","36","身の回りの空気と水",,,
564,"0410611","37","空気や水の重さ",,,
565,"0410611","38","空気や水の圧縮",,,
566,"0410611","39","空気や水の体積と温度",,,
567,"0410611","40","空気や水の温まり方",,,
568,"0410612","41","身の回りの金属",,,
569,"0410612","42","金属の温まり方",,,
570,"0410612","43","金属の温度と体積",,,
571,"0410613","44","夏になると",,,
572,"0410613","45","花を咲かせる植物",,,
573,"0410613","46","実をつける植物",,,
574,"0410613","47","昆虫",,,
575,"0410613","48","色々な動物",,,
576,"0410614","49","星座をつくる星",,,
577,"0410614","50","色々な星座",,,
578,"0410614","51","星座早見",,,
579,"0410615","52","星座の1日の動き",,,
580,"0410615","53","北極星",,,
581,"0410615","54","星座の1年の動き",,,
582,"0410616","55","動物のからだ",,,
583,"0410616","56","動物の餌",,,
584,"0410616","57","動物の飼い方",,,
585,"0410617","58","骨と筋肉",,,
586,"0410617","59","呼吸",,,
587,"0410617","60","消化",,,
588,"0410617","61","血液の流れ",,,
589,"0410617","62","感覚器官",,,
590,"0410618","63","秋の植物",,,
591,"0410618","64","草木の実や種子の散らばり方",,,
592,"0410618","65","昆虫",,,
593,"0410618","66","いろいろな動物",,,
594,"0410619","67","電気を通すもの・通さないもの",,,
595,"0410619","68","電気を使うもの",,,
596,"0410619","69","電気を作り出すもの",,,
597,"0410619","70","検流計",,,
598,"0410619","71","回路図の書き方",,,
599,"0410619","72","かん電池のつなぎ方",,,
600,"0410619","73","豆電球のつなぎ方",,,
601,"0410619","74","いろいろなつなぎ方",,,
602,"0410620","75","水に溶けるもの",,,
603,"0410620","76","溶ける限度量を決めるもの",,,
604,"0410620","77","水を蒸発させて溶けているものを取り出す",,,
605,"0410620","78","温度を下げて溶けているものを取り出す",,,
606,"0410620","79","結晶",,,
607,"0410621","80","川がつくる地形",,,
608,"0410621","81","海に積もる土砂",,,
609,"0410621","82","地層からわかること",,,
610,"0410622","83","ものにはたらく力",,,
611,"0410622","84","ばねの伸び",,,
612,"0410622","85","ばねの長さ",,,
613,"0410622","86","いろいろなばね",,,
614,"0410623","87","月のようす",,,
615,"0410623","88","月の満ち欠け",,,
616,"0410623","89","月が満ち欠けする理由",,,
617,"0410623","90","月の動き",,,
618,"0410624","91","空気をつくる気体",,,
619,"0410624","92","酸素のつくり方と集め方",,,
620,"0410624","93","二酸化炭素のつくり方と集め方",,,
621,"0410625","94","空気と燃え方",,,
622,"0410625","95","燃焼による空気の変化",,,
623,"0410625","96","ろうそくの燃え方",,,
624,"0410626","97","音としん動",,,
625,"0410626","98","音の伝わり方",,,
626,"0410626","99","音の性質",,,
627,"0410627","01","花を咲かせる植物",,,
628,"0410627","02","植物の冬越しのすがた",,,
629,"0410627","03","昆虫",,,
630,"0410627","04","いろいろな動物",,,
631,"0410628","05","溶けている物の状態で分ける",,,
632,"0410628","06","においの有無で分ける",,,
633,"0410628","07","水溶液の性質によって分ける",,,
634,"0410629","08","重さをはかるもの",,,
635,"0410629","09","てこ実験器のつりあい",,,
636,"0410629","10","棒のつり合いの計算",,,
637,"0410699","99","その他",,,
638,"1010501","01","古文読解",,,
639,"1010502","02","和歌",,,
640,"1010503","03","動詞",,,
641,"1010503","04","形容詞",,,
642,"1010503","05","形容動詞",,,
643,"1010504","06","助動詞の基礎",,,
644,"1010504","07","助動詞1　「き」「けり」",,,
645,"1010504","08","助動詞2「つ」「ぬ」",,,
646,"1010504","09","助動詞3「ず」",,,
647,"1010504","10","助動詞4「たり」「り」",,,
648,"1010504","11","助動詞5「る」「らる」",,,
649,"1010504","12","助動詞6「す」「さす」「しむ」",,,
650,"1010504","13","助動詞7「な」「むず」「じ」",,,
651,"1010504","14","助動詞8「らむ「けむ」",,,
652,"1010504","15","助動詞9「べし」「まじ」",,,
653,"1010504","16","助動詞10「なり」「なり」",,,
654,"1010504","17","助動詞11「めり」「らし」音便",,,
655,"1010504","18","助動詞12「まし」「まほし」",,,
656,"1010505","19","助詞1　格助詞",,,
657,"1010505","20","助詞2　接続助詞",,,
658,"1010505","21","助詞3　副助詞",,,
659,"1010505","22","助詞4　係助詞",,,
660,"1010505","23","助詞5　終助詞",,,
661,"1010506","24","敬語",,,
662,"1010507","25","「ぬ（ね）」の識別",,,
663,"1010507","26","「る・れ」の識別",,,
664,"1010507","27","「なり」の識別",,,
665,"1010507","28","「なむ」の識別",,,
