student_id,season_cd,campus_cd,apply_date,comment,regist_status,plan_status,created_at,updated_at,deleted_at
414,202302,10,,,0,0,,,
415,202302,10,,,0,0,,,
416,202302,10,,,0,0,,,
417,202302,13,,,0,0,,,
418,202302,13,,,0,0,,,
419,202302,13,,,0,0,,,
420,202302,10,,,0,0,,,
101,202303,01,,,0,0,,,
102,202303,01,,,0,0,,,
103,202303,01,,,0,0,,,
104,202303,01,,,0,0,,,
105,202303,01,,,0,0,,,
106,202303,01,,,0,0,,,
107,202303,01,,,0,0,,,
108,202303,01,,,0,0,,,
109,202303,01,,,0,0,,,
110,202303,01,,,0,0,,,
111,202303,01,,,0,0,,,
112,202303,01,,,0,0,,,
113,202303,01,,,0,0,,,
114,202303,01,,,0,0,,,
115,202303,01,,,0,0,,,
116,202303,01,,,0,0,,,
117,202303,02,,,0,0,,,
118,202303,02,,,0,0,,,
119,202303,02,,,0,0,,,
120,202303,01,,,0,0,,,
201,202303,04,,,0,0,,,
202,202303,04,,,0,0,,,
203,202303,04,,,0,0,,,
204,202303,04,,,0,0,,,
205,202303,04,,,0,0,,,
206,202303,04,,,0,0,,,
207,202303,04,,,0,0,,,
208,202303,04,,,0,0,,,
209,202303,04,,,0,0,,,
210,202303,04,,,0,0,,,
211,202303,04,,,0,0,,,
212,202303,04,,,0,0,,,
213,202303,04,,,0,0,,,
214,202303,04,,,0,0,,,
215,202303,04,,,0,0,,,
216,202303,04,,,0,0,,,
217,202303,05,,,0,0,,,
218,202303,05,,,0,0,,,
219,202303,05,,,0,0,,,
220,202303,04,,,0,0,,,
301,202303,06,,,0,0,,,
302,202303,06,,,0,0,,,
303,202303,06,,,0,0,,,
304,202303,06,,,0,0,,,
305,202303,06,,,0,0,,,
306,202303,06,,,0,0,,,
307,202303,06,,,0,0,,,
308,202303,06,,,0,0,,,
309,202303,06,,,0,0,,,
310,202303,06,,,0,0,,,
311,202303,06,,,0,0,,,
312,202303,06,,,0,0,,,
313,202303,06,,,0,0,,,
314,202303,06,,,0,0,,,
315,202303,06,,,0,0,,,
316,202303,06,,,0,0,,,
317,202303,07,,,0,0,,,
318,202303,07,,,0,0,,,
319,202303,07,,,0,0,,,
320,202303,06,,,0,0,,,
401,202303,10,,,0,0,,,
402,202303,10,,,0,0,,,
403,202303,10,,,0,0,,,
404,202303,10,,,0,0,,,
405,202303,10,,,0,0,,,
406,202303,10,,,0,0,,,
407,202303,10,,,0,0,,,
408,202303,10,,,0,0,,,
409,202303,10,,,0,0,,,
410,202303,10,,,0,0,,,
411,202303,10,,,0,0,,,
412,202303,10,,,0,0,,,
413,202303,10,,,0,0,,,
414,202303,10,,,0,0,,,
415,202303,10,,,0,0,,,
416,202303,10,,,0,0,,,
417,202303,13,,,0,0,,,
418,202303,13,,,0,0,,,
419,202303,13,,,0,0,,,
420,202303,10,,,0,0,,,
101,202401,01,,,0,0,,,
102,202401,01,,,0,0,,,
103,202401,01,,,0,0,,,
104,202401,01,,,0,0,,,
105,202401,01,,,0,0,,,
106,202401,01,,,0,0,,,
107,202401,01,,,0,0,,,
108,202401,01,,,0,0,,,
109,202401,01,,,0,0,,,
110,202401,01,,,0,0,,,
111,202401,01,,,0,0,,,
112,202401,01,,,0,0,,,
113,202401,01,,,0,0,,,
114,202401,01,,,0,0,,,
115,202401,01,,,0,0,,,
116,202401,01,,,0,0,,,
117,202401,02,,,0,0,,,
118,202401,02,,,0,0,,,
119,202401,02,,,0,0,,,
120,202401,01,,,0,0,,,
201,202401,04,,,0,0,,,
202,202401,04,,,0,0,,,
203,202401,04,,,0,0,,,
204,202401,04,,,0,0,,,
205,202401,04,,,0,0,,,
206,202401,04,,,0,0,,,
207,202401,04,,,0,0,,,
208,202401,04,,,0,0,,,
209,202401,04,,,0,0,,,
210,202401,04,,,0,0,,,
211,202401,04,,,0,0,,,
212,202401,04,,,0,0,,,
213,202401,04,,,0,0,,,
214,202401,04,,,0,0,,,
215,202401,04,,,0,0,,,
216,202401,04,,,0,0,,,
217,202401,05,,,0,0,,,
218,202401,05,,,0,0,,,
219,202401,05,,,0,0,,,
220,202401,04,,,0,0,,,
301,202401,06,,,0,0,,,
302,202401,06,,,0,0,,,
303,202401,06,,,0,0,,,
304,202401,06,,,0,0,,,
305,202401,06,,,0,0,,,
306,202401,06,,,0,0,,,
307,202401,06,,,0,0,,,
308,202401,06,,,0,0,,,
309,202401,06,,,0,0,,,
310,202401,06,,,0,0,,,
311,202401,06,,,0,0,,,
312,202401,06,,,0,0,,,
313,202401,06,,,0,0,,,
314,202401,06,,,0,0,,,
315,202401,06,,,0,0,,,
316,202401,06,,,0,0,,,
317,202401,07,,,0,0,,,
318,202401,07,,,0,0,,,
319,202401,07,,,0,0,,,
320,202401,06,,,0,0,,,
401,202401,10,,,0,0,,,
402,202401,10,,,0,0,,,
403,202401,10,,,0,0,,,
404,202401,10,,,0,0,,,
405,202401,10,,,0,0,,,
406,202401,10,,,0,0,,,
407,202401,10,,,0,0,,,
408,202401,10,,,0,0,,,
409,202401,10,,,0,0,,,
410,202401,10,,,0,0,,,
411,202401,10,,,0,0,,,
412,202401,10,,,0,0,,,
413,202401,10,,,0,0,,,
414,202401,10,,,0,0,,,
415,202401,10,,,0,0,,,
416,202401,10,,,0,0,,,
417,202401,13,,,0,0,,,
418,202401,13,,,0,0,,,
419,202401,13,,,0,0,,,
420,202401,10,,,0,0,,,
101,202402,01,,,0,0,,,
102,202402,01,,,0,0,,,
103,202402,01,,,0,0,,,
104,202402,01,,,0,0,,,
105,202402,01,,,0,0,,,
106,202402,01,,,0,0,,,
107,202402,01,,,0,0,,,
108,202402,01,,,0,0,,,
109,202402,01,,,0,0,,,
110,202402,01,,,0,0,,,
111,202402,01,,,0,0,,,
112,202402,01,,,0,0,,,
113,202402,01,,,0,0,,,
114,202402,01,,,0,0,,,
115,202402,01,,,0,0,,,
116,202402,01,,,0,0,,,
117,202402,02,,,0,0,,,
118,202402,02,,,0,0,,,
119,202402,02,,,0,0,,,
120,202402,01,,,0,0,,,
201,202402,04,,,0,0,,,
202,202402,04,,,0,0,,,
203,202402,04,,,0,0,,,
204,202402,04,,,0,0,,,
205,202402,04,,,0,0,,,
206,202402,04,,,0,0,,,
207,202402,04,,,0,0,,,
208,202402,04,,,0,0,,,
209,202402,04,,,0,0,,,
210,202402,04,,,0,0,,,
211,202402,04,,,0,0,,,
212,202402,04,,,0,0,,,
213,202402,04,,,0,0,,,
214,202402,04,,,0,0,,,
215,202402,04,,,0,0,,,
216,202402,04,,,0,0,,,
217,202402,05,,,0,0,,,
218,202402,05,,,0,0,,,
219,202402,05,,,0,0,,,
220,202402,04,,,0,0,,,
301,202402,06,,,0,0,,,
302,202402,06,,,0,0,,,
303,202402,06,,,0,0,,,
304,202402,06,,,0,0,,,
305,202402,06,,,0,0,,,
306,202402,06,,,0,0,,,
307,202402,06,,,0,0,,,
308,202402,06,,,0,0,,,
309,202402,06,,,0,0,,,
310,202402,06,,,0,0,,,
311,202402,06,,,0,0,,,
312,202402,06,,,0,0,,,
313,202402,06,,,0,0,,,
314,202402,06,,,0,0,,,
315,202402,06,,,0,0,,,
316,202402,06,,,0,0,,,
317,202402,07,,,0,0,,,
318,202402,07,,,0,0,,,
319,202402,07,,,0,0,,,
320,202402,06,,,0,0,,,
401,202402,10,,,0,0,,,
402,202402,10,,,0,0,,,
403,202402,10,,,0,0,,,
404,202402,10,,,0,0,,,
405,202402,10,,,0,0,,,
406,202402,10,,,0,0,,,
407,202402,10,,,0,0,,,
408,202402,10,,,0,0,,,
409,202402,10,,,0,0,,,
410,202402,10,,,0,0,,,
411,202402,10,,,0,0,,,
412,202402,10,,,0,0,,,
413,202402,10,,,0,0,,,
414,202402,10,,,0,0,,,
415,202402,10,,,0,0,,,
416,202402,10,,,0,0,,,
417,202402,13,,,0,0,,,
418,202402,13,,,0,0,,,
419,202402,13,,,0,0,,,
420,202402,10,,,0,0,,,
101,202403,01,,,0,0,,,
102,202403,01,,,0,0,,,
103,202403,01,,,0,0,,,
104,202403,01,,,0,0,,,
105,202403,01,,,0,0,,,
106,202403,01,,,0,0,,,
107,202403,01,,,0,0,,,
108,202403,01,,,0,0,,,
109,202403,01,,,0,0,,,
110,202403,01,,,0,0,,,
111,202403,01,,,0,0,,,
112,202403,01,,,0,0,,,
113,202403,01,,,0,0,,,
114,202403,01,,,0,0,,,
115,202403,01,,,0,0,,,
116,202403,01,,,0,0,,,
117,202403,02,,,0,0,,,
118,202403,02,,,0,0,,,
119,202403,02,,,0,0,,,
120,202403,01,,,0,0,,,
201,202403,04,,,0,0,,,
202,202403,04,,,0,0,,,
203,202403,04,,,0,0,,,
204,202403,04,,,0,0,,,
205,202403,04,,,0,0,,,
206,202403,04,,,0,0,,,
207,202403,04,,,0,0,,,
208,202403,04,,,0,0,,,
209,202403,04,,,0,0,,,
210,202403,04,,,0,0,,,
211,202403,04,,,0,0,,,
212,202403,04,,,0,0,,,
213,202403,04,,,0,0,,,
214,202403,04,,,0,0,,,
215,202403,04,,,0,0,,,
216,202403,04,,,0,0,,,
217,202403,05,,,0,0,,,
218,202403,05,,,0,0,,,
219,202403,05,,,0,0,,,
220,202403,04,,,0,0,,,
301,202403,06,,,0,0,,,
302,202403,06,,,0,0,,,
303,202403,06,,,0,0,,,
304,202403,06,,,0,0,,,
305,202403,06,,,0,0,,,
306,202403,06,,,0,0,,,
307,202403,06,,,0,0,,,
308,202403,06,,,0,0,,,
309,202403,06,,,0,0,,,
310,202403,06,,,0,0,,,
311,202403,06,,,0,0,,,
312,202403,06,,,0,0,,,
313,202403,06,,,0,0,,,
314,202403,06,,,0,0,,,
315,202403,06,,,0,0,,,
316,202403,06,,,0,0,,,
317,202403,07,,,0,0,,,
318,202403,07,,,0,0,,,
319,202403,07,,,0,0,,,
320,202403,06,,,0,0,,,
401,202403,10,,,0,0,,,
402,202403,10,,,0,0,,,
403,202403,10,,,0,0,,,
404,202403,10,,,0,0,,,
405,202403,10,,,0,0,,,
406,202403,10,,,0,0,,,
407,202403,10,,,0,0,,,
408,202403,10,,,0,0,,,
409,202403,10,,,0,0,,,
410,202403,10,,,0,0,,,
411,202403,10,,,0,0,,,
412,202403,10,,,0,0,,,
413,202403,10,,,0,0,,,
414,202403,10,,,0,0,,,
415,202403,10,,,0,0,,,
416,202403,10,,,0,0,,,
417,202403,13,,,0,0,,,
418,202403,13,,,0,0,,,
419,202403,13,,,0,0,,,
420,202403,10,,,0,0,,,
101,202501,01,,,0,0,,,
102,202501,01,,,0,0,,,
103,202501,01,,,0,0,,,
104,202501,01,,,0,0,,,
105,202501,01,,,0,0,,,
106,202501,01,,,0,0,,,
107,202501,01,,,0,0,,,
108,202501,01,,,0,0,,,
109,202501,01,,,0,0,,,
110,202501,01,,,0,0,,,
111,202501,01,,,0,0,,,
112,202501,01,,,0,0,,,
113,202501,01,,,0,0,,,
114,202501,01,,,0,0,,,
115,202501,01,,,0,0,,,
116,202501,01,,,0,0,,,
117,202501,02,,,0,0,,,
118,202501,02,,,0,0,,,
119,202501,02,,,0,0,,,
120,202501,01,,,0,0,,,
201,202501,04,,,0,0,,,
202,202501,04,,,0,0,,,
203,202501,04,,,0,0,,,
204,202501,04,,,0,0,,,
205,202501,04,,,0,0,,,
206,202501,04,,,0,0,,,
207,202501,04,,,0,0,,,
208,202501,04,,,0,0,,,
209,202501,04,,,0,0,,,
210,202501,04,,,0,0,,,
211,202501,04,,,0,0,,,
212,202501,04,,,0,0,,,
213,202501,04,,,0,0,,,
214,202501,04,,,0,0,,,
215,202501,04,,,0,0,,,
216,202501,04,,,0,0,,,
217,202501,05,,,0,0,,,
218,202501,05,,,0,0,,,
219,202501,05,,,0,0,,,
220,202501,04,,,0,0,,,
301,202501,06,,,0,0,,,
302,202501,06,,,0,0,,,
303,202501,06,,,0,0,,,
304,202501,06,,,0,0,,,
305,202501,06,,,0,0,,,
306,202501,06,,,0,0,,,
307,202501,06,,,0,0,,,
308,202501,06,,,0,0,,,
309,202501,06,,,0,0,,,
310,202501,06,,,0,0,,,
311,202501,06,,,0,0,,,
312,202501,06,,,0,0,,,
313,202501,06,,,0,0,,,
314,202501,06,,,0,0,,,
315,202501,06,,,0,0,,,
316,202501,06,,,0,0,,,
317,202501,07,,,0,0,,,
318,202501,07,,,0,0,,,
319,202501,07,,,0,0,,,
320,202501,06,,,0,0,,,
401,202501,10,,,0,0,,,
402,202501,10,,,0,0,,,
403,202501,10,,,0,0,,,
404,202501,10,,,0,0,,,
405,202501,10,,,0,0,,,
406,202501,10,,,0,0,,,
407,202501,10,,,0,0,,,
408,202501,10,,,0,0,,,
409,202501,10,,,0,0,,,
410,202501,10,,,0,0,,,
411,202501,10,,,0,0,,,
412,202501,10,,,0,0,,,
413,202501,10,,,0,0,,,
414,202501,10,,,0,0,,,
415,202501,10,,,0,0,,,
416,202501,10,,,0,0,,,
417,202501,13,,,0,0,,,
418,202501,13,,,0,0,,,
419,202501,13,,,0,0,,,
420,202501,10,,,0,0,,,
